ソート	地方＆都道府県番号	ID	国名2文字	国名	地方番号	地方	都道府県番号	都道府県			緯度	経度	遺跡	Site Name	標本番号	性別	年齢	可視化開始ユリウス日=IF(S2="","",ROUND((S2-R2/2)*365.2425+1721242,0))	可視化終了ユリウス日=IF(S2="","",ROUND((S2+R2/2)*365.2425+1721242,0))	ユリウス日=IF(S2="","",ROUND(S2*365.2425+1721242,0))	可視化する年代幅=IF(S2="","",-0.4*IF(S2>1400,1400,S2)+680)	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)		年代	年代補足	ハプログループ結果	使用部位	APLP	PCR-Luminex	その他	その他手法				NGS	手法	(Quality)	NGS	手法	(Quality)	Schmutziによる汚染率推定 [min, max]		Y	Y新	文献1	文献2	文献3	文献4	文献5
CN10628	628	783	CN	中華人民共和国	6	西北地区	28	甘粛省	臨夏回族自治州	FRXM+MPG 広河県, 中華人民共和国 甘粛省 臨夏回族自治州	35.499176	103.834317	齐家坪		C474			924721	1397199	1160960	1293.6	-1534	齐家文化（新石器晚期-青铜时期）<br>东汉-魏晋					3484cal.BP	约3500、1800年前	G2a+T152C!																	-		[92]				
CN10628	628	784	CN	中華人民共和国	6	西北地区	28	甘粛省	臨夏回族自治州	FRXM+MPG 広河県, 中華人民共和国 甘粛省 臨夏回族自治州	35.499176	103.834317	齐家坪		C473			1666748	1891883	1779316	616.4	159	齐家文化（新石器晚期-青铜时期）<br>东汉-魏晋					1791cal.BP	约3500、1800年前	F1a1b																	-		[92]				
CN10628	628	785	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	MVM4+9W5 陳旗郷, 中華人民共和国 甘粛省 甘南チベット族自治州 臨潭県	34.683384	103.85735	磨沟					939623	1407133	1173378	1280	-1500	齐家文化/寺洼文化（新石器晚期-青铜时期）							B4c1b2c																			[92]				
CN10628	628	786	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	MVM4+9W5 陳旗郷, 中華人民共和国 甘粛省 甘南チベット族自治州 臨潭県	34.683384	103.85735	磨沟					939623	1407133	1173378	1280	-1500	齐家文化/寺洼文化（新石器晚期-青铜时期）							B4d1																			[92]				
CN10628	628	787	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	MVM4+9W5 陳旗郷, 中華人民共和国 甘粛省 甘南チベット族自治州 臨潭県	34.683384	103.85735	磨沟					939623	1407133	1173378	1280	-1500	齐家文化/寺洼文化（新石器晚期-青铜时期）							D4j																			[92]				
CN10628	628	788	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	MVM4+9W5 陳旗郷, 中華人民共和国 甘粛省 甘南チベット族自治州 臨潭県	34.683384	103.85735	磨沟					939623	1407133	1173378	1280	-1500	齐家文化/寺洼文化（新石器晚期-青铜时期）							G1c																			[92]				
CN10628	628	789	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	MVM4+9W5 陳旗郷, 中華人民共和国 甘粛省 甘南チベット族自治州 臨潭県	34.683384	103.85735	磨沟					939623	1407133	1173378	1280	-1500	齐家文化/寺洼文化（新石器晚期-青铜时期）							D5a2a1b																			[92]				
CN10629	629	790	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	39MR+XRF 河陰鎮, 中華人民共和国 青海省 海南チベット族自治州 貴徳県	36.084949	101.392039	拉芨盖					1027281	1465572	1246427	1200	-1300	青铜时期						约3300年前	D4h1c																			[92]				
CN10629	629	791	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	39MR+XRF 河陰鎮, 中華人民共和国 青海省 海南チベット族自治州 貴徳県	36.084949	101.392039	拉芨盖					1027281	1465572	1246427	1200	-1300	青铜时期						约3300年前	G1c2																			[92]				
CN10629	629	792	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	39MR+XRF 河陰鎮, 中華人民共和国 青海省 海南チベット族自治州 貴徳県	36.084949	101.392039	拉芨盖					1027281	1465572	1246427	1200	-1300	青铜时期						约3300年前	Z4a1a																			[92]				
CN10629	629	793	CN	中華人民共和国	6	西北地区	29	青海省	海東市	2XRC+7HW 群科鎮, 中華人民共和国 青海省 海東市 化隆回族自治県	36.040734	101.971438	化隆群科		C2594			1334085	1670108	1502097	920	-600	春秋时代					-	约2600年前	A15a																	-		[92]				
CN10629	629	794	CN	中華人民共和国	6	西北地区	29	青海省	海東市	2XRC+7HW 群科鎮, 中華人民共和国 青海省 海東市 化隆回族自治県	36.040734	101.971438	化隆群科		C2019			1316553	1658420	1487487	936	-640	春秋时代					2590cal.BP	约2600年前	A17																	-		[92]				
CN10629	629	795	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	29HX+P3J 河西鎮, 中華人民共和国 青海省 海南チベット族自治州 貴徳県	36.029332	101.397653	贵德河西																约?年前	G2a4																			[92]				
CN10629	629	796	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	29HX+P3J 河西鎮, 中華人民共和国 青海省 海南チベット族自治州 貴徳県	36.029332	101.397653	贵德河西																约?年前	G2a4																			[92]				
CN10629	629	797	CN	中華人民共和国	6	西北地区	29	青海省	海南チベット族自治州	29HX+P3J 河西鎮, 中華人民共和国 青海省 海南チベット族自治州 貴徳県	36.029332	101.397653	贵德河西																约?年前	D4b2b																			[92]				
CN10523	523	798	CN	中華人民共和国	5	西南地区	23	四川省	アバ	MR38+H2M 石鼓郷, 中華人民共和国 四川省 アバ 茂県	31.653972	103.815047	营盘山					282187	968842	625515	1880	-3000	新石器晚期						约5000年前	D4																			[92]				
CN10523	523	799	CN	中華人民共和国	5	西南地区	23	四川省	アバ	MR38+H2M 石鼓郷, 中華人民共和国 四川省 アバ 茂県	31.653972	103.815047	营盘山					282187	968842	625515	1880	-3000	新石器晚期						约5000年前	D4c1a2																			[92]				
CN10629	629	800	CN	中華人民共和国	6	西北地区	29	青海省	玉樹市	VMPR+547 加吉博洛鎮, 中華人民共和国 青海省 玉樹市 治多県	33.885413	95.690302	普卡贡玛					1202598	1582450	1392524	1040	-900	西周						约2900年前	D5a2a																			[92]				
CN10629	629	801	CN	中華人民共和国	6	西北地区	29	青海省	玉樹市	VMPR+547 加吉博洛鎮, 中華人民共和国 青海省 玉樹市 治多県	33.885413	95.690302	普卡贡玛					1202598	1582450	1392524	1040	-900	西周						约2900年前	D5a2a																			[92]				
CN10629	629	802	CN	中華人民共和国	6	西北地区	29	青海省	玉樹市	VMPR+547 加吉博洛鎮, 中華人民共和国 青海省 玉樹市 治多県	33.885413	95.690302	普卡贡玛					1202598	1582450	1392524	1040	-900	西周						约2900年前	A15c1																			[92]				
CN10629	629	803	CN	中華人民共和国	6	西北地区	29	青海省	玉樹市	VMPR+547 加吉博洛鎮, 中華人民共和国 青海省 玉樹市 治多県	33.885413	95.690302	普卡贡玛					1202598	1582450	1392524	1040	-900	西周						约2900年前	G2a1h																			[92]				
CN10629	629	804	CN	中華人民共和国	6	西北地区	29	青海省	玉樹市	7GX2+X2X 治渠郷, 中華人民共和国 青海省 玉樹市 治多県	34.3	95.5	玉树					2236234	2280063	2258148	120	1470	明代						约530年前	M11a2																			[92]				
CN10526	526	805	CN	中華人民共和国	5	西南地区	26	チベット自治区	チャムド地区	544G+X7G 俄洛鎮, 中華人民共和国 チベット チャムド地区 チャムド	31.157446	97.125713	小恩达					1290256	1640889	1465572	960	-700	春秋时代						约2700年前	G2a1																			[92]				
CN10526	526	806	CN	中華人民共和国	5	西南地区	26	チベット自治区	チャムド地区	544G+X7G 俄洛鎮, 中華人民共和国 チベット チャムド地区 チャムド	31.157446	97.125713	小恩达					1290256	1640889	1465572	960	-700	春秋时代						约2700年前	F1g																			[92]				
CN10526	526	807	CN	中華人民共和国	5	西南地区	26	チベット自治区	チャムド地区	544G+X7G 俄洛鎮, 中華人民共和国 チベット チャムド地区 チャムド	31.157446	97.125713	小恩达					1290256	1640889	1465572	960	-700	春秋时代						约2700年前	Z4a1a																			[92]				
CN10526	526	808	CN	中華人民共和国	5	西南地区	26	チベット自治区	チャムド地区	3684+QVP 卡若鎮, 中華人民共和国 チベット チャムド地区 チャムド	31.066975	97.207192	热底垄					1246427	1611669	1429048	1000	-800	西周						约2800年前	B4d1'2'3																			[92]				
CN10526	526	809	CN	中華人民共和国	5	西南地区	26	チベット自治区	ナクチュ地区	2V2X+2X5 強瑪鎮, 中華人民共和国 チベット ナクチュ地区 アムド	32	90.9	布塔雄曲					1377914	1699327	1538621	880	-500	春秋时代						约2500年前	G2b2a																			[92]				
CN10526	526	810	CN	中華人民共和国	5	西南地区	26	チベット自治区	ナクチュ地区	G422+22R 那曲鎮, 中華人民共和国 チベット ナクチュ地区 Seni District	31.5	92.1	察秀塘					1991521	2108399	2049960	320	900	唐代						约1100年前	M9a1a1c1b1a																			[92]				
CN10526	526	811	CN	中華人民共和国	5	西南地区	26	チベット自治区	ガリ地区	中華人民共和国 チベット ガリ地区 ツァンダ	31.677765	79.815335	格林塘																约?年前	U5a1a1																			[92]				
CN10628	628	812	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	CHX9+XXX 甘加郷, 中華人民共和国 甘粛省 甘南チベット族自治州 夏河県	35.45	102.57	白石崖溶洞		Layer2													~17 ka	约10万-1.7万年前	Δ1b1b																	-		[93]				
CN10628	628	813	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	CHX9+XXX 甘加郷, 中華人民共和国 甘粛省 甘南チベット族自治州 夏河県	35.45	102.57	白石崖溶洞		Layer3													46-33 ka	约10万-1.7万年前	Δ1b1b																	-		[93]				
CN10628	628	814	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	CHX9+XXX 甘加郷, 中華人民共和国 甘粛省 甘南チベット族自治州 夏河県	35.45	102.57	白石崖溶洞		Layer4													66-47 ka	约10万-1.7万年前	Δ1b1b																	-		[93]				
CN10628	628	815	CN	中華人民共和国	6	西北地区	28	甘粛省	甘南チベット族自治州	CHX9+XXX 甘加郷, 中華人民共和国 甘粛省 甘南チベット族自治州 夏河県	35.45	102.57	白石崖溶洞		Layer7													108-97 ka	约10万-1.7万年前	Δ1b2																	-		[93]				
CN10208	208	816	CN	中華人民共和国	2	東北地区	8	黒竜江省	ハルビン	C22J+222 双豊鎮, 中華人民共和国 黒竜江省 ハルビン 阿城区	45.4	127.03	黑龙江省一系列样本					-11989961	-7212590	-9601276	13080	-31000	旧石器时代~						约33000年前~																				[94]				
CN10420	420	817	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	百色市	J5RC+222 徳峨鎮, 中華人民共和国 広西チワン族自治区 百色市 隆林各族自治県	24.64	105.17	隆林					-1909268	-492128	-1200698	3880	-8000	旧石器时代						约10000年前																				[88]				
CN10420	420	818	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	百色市	H4XH+XXX 平馬鎮, 中華人民共和国 広西チワン族自治区 百色市 田東県	23.6	107.13	独山					-1383319	-141495	-762407	3400	-6800	新石器早期						约8800年前																				[88]				
CN10420	420	819	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	崇左市	8VR2+222 竜州県, 中華人民共和国 広西チワン族自治区 崇左市	22.34	106.85	宝剑山					-769712	267577	-251068	2840	-5400	新石器早期						约7400年前																				[88]				
CN10420	420	820	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	百色市	C92X+2X5 平果県, 中華人民共和国 広西チワン族自治区 百色市	23.4	107.4	巴板琴岑					1860034	2020741	1940388	440	600	南北朝-唐代						约1400年前																				[88]				
CN10420	420	821	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	河池市	3JHC+X2R 七百弄郷, 中華人民共和国 広西チワン族自治区 河池市 大化ヤオ族自治県	24.08	107.62	腊岜					1860034	2020741	1940388	440	600	南北朝-唐代						约1400年前																				[88]				
CN10420	420	822	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	百色市	C92X+2X5 平果県, 中華人民共和国 広西チワン族自治区 百色市	23.4	107.4	拉岑					1903863	2049960	1976912	400	700	唐代						约1300年前																				[88]				
CN10420	420	823	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	百色市	8GH2+X2X 平果県, 中華人民共和国 広西チワン族自治区 百色市	23.33	107.5	岜央洞					1860034	2020741	1940388	440	600	南北朝-唐代						约1400年前																				[88]				
CN10420	420	824	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	百色市	8H6Q+2X5 平果県, 中華人民共和国 広西チワン族自治区 百色市	23.31	107.59	神仙洞					1903863	2049960	1976912	400	700	唐代						约1300年前																				[88]				
CN10420	420	825	CN	中華人民共和国	4	中南地区	20	広西チワン族自治区	河池市	3MX5+XXX 里湖瑶族郷, 中華人民共和国 広西チワン族自治区 河池市 南丹県	25.1	107.66	高花化					2283715	2327545	2305630	120	1600	明清						约400年前																				[88]				
CN10631	631	826	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	イリ・カザフ	RR46+R22 愛新舎里鎮, 中華人民共和国 新疆ウイグル イリ・カザフ チャプチャル・シベ	43.807	80.81	Abusanteer					1476530	1765071	1620800	790	-275	东周、东汉						约2750、1800年前																				[95]				
CN10631	631	827	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	イリ・カザフ	G7QH+XXX 則克台鎮, 中華人民共和国 新疆ウイグル イリ・カザフ キュネス	43.54	83.28	Axile					1487487	1772376	1629931	780	-250	战国						约2250年前																				[95]				
CN10631	631	828	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	アルタイ地区	中華人民共和国 新疆ウイグル アルタイ地区 カバ	47.97	86.27																																					[100]				
CN10631	631	829	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	イリ・カザフ	G7Q9+XXX 則克台鎮, 中華人民共和国 新疆ウイグル イリ・カザフ キュネス	43.54	83.27	Ayousaigoukou										东周、明代																										[95]				
CN10631	631	830	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	昌吉回族自治州	Q755+XXX 泉子街鎮, 中華人民共和国 新疆ウイグル 昌吉回族自治州 ジムサル	43.76	89.26	Baiyanghe										战国晚期-西汉、唐代																										[95]				
CN10631	631	831	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	アルタイ地区	MVXC+X2R 布爾津鎮, 中華人民共和国 新疆ウイグル アルタイ地区 ブルチン	47.7	86.87	Bolati					939623	1407133	1173378	1280	-1500	切木尔切克文化（青铜时代早中期）、战国						约4600、2400年前																				[95]				
CN10631	631	832	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	イリ・カザフ	RG25+2X5 烏賛郷, 中華人民共和国 新疆ウイグル イリ・カザフ ニルカ	43.8	82.51	Caishichang										战国																										[95]				
CN10631	631	833	CN	中華人民共和国	6	西北地区	31	新疆ウイグル自治区	アルタイ地区	FQH2+X2X 査幹郭勒郷, 中華人民共和国 新疆ウイグル アルタイ地区 チンギル	46.48	90.75	Chaganguole					1093025	1509401	1301213	1140	-1150	切木尔切克文化（青铜时代早中期）、战国						约4200-4000、2200年前																				[95]				
